,youtuber,subscribers,name,upload_date,hits,likes_num,dislikes_num
0,승우아빠 - YouTube,구독자 44.2만명,셰프들은 계란으로 무슨 요리를 할까?,2019. 7. 19.,"120,082회",1.5천개,54개
0,승우아빠 - YouTube,구독자 44.2만명,회식 자리와 캠핑장에서 영웅되는 숯불 고기굽기 꿀팁,2019. 7. 16.,"424,193회",4천개,170개
0,승우아빠 - YouTube,구독자 44.2만명,사람 들들볶는 요리사 vs 직원 갈아넣는 요리사,2019. 7. 16.,"107,563회",1.6천개,28개
0,승우아빠 - YouTube,구독자 44.2만명,구독자들이 요청한 30대 아재가 롤하는 영상,2019. 7. 15.,"62,696회",1.4천개,25개
0,승우아빠 - YouTube,구독자 44.2만명,중대발표,2019. 7. 14.,"98,028회",3.9천개,57개
0,승우아빠 - YouTube,구독자 44.2만명,강식당 레시피를 베껴서 만든 논란의 식당 주인은 정말 잘못이 없을까?,2019. 7. 14.,"88,866회",1.1천개,29개
0,승우아빠 - YouTube,구독자 44.2만명,BBQ는 왜 사과문을 올린걸까?,2019. 7. 14.,"85,569회",1.3천개,52개
0,승우아빠 - YouTube,구독자 44.2만명,약오르는 벌집돼지껍데기,2019. 7. 13.,"122,476회",1.6천개,47개
0,승우아빠 - YouTube,구독자 44.2만명,당신의 계란후라이가 코팅팬에 달라붙는 이유,2019. 7. 12.,"83,969회",1.8천개,33개
0,승우아빠 - YouTube,구독자 44.2만명,세상 간단한 참치요리 8가지,2019. 7. 11.,"1,800,158회",1.8만개,645개
0,승우아빠 - YouTube,구독자 44.2만명,현직 요리사가 알려주는 3가지 요리꿀팁,2019. 7. 10.,"61,290회",2.1천개,37개
0,승우아빠 - YouTube,구독자 44.2만명,구독자와의 약속을 함부로 하면 생기는 일,2019. 7. 9.,"183,663회",3.4천개,48개
0,승우아빠 - YouTube,구독자 44.2만명,세상 간단한 수박화채 5가지,2019. 7. 8.,"37,131회",923개,10개
0,승우아빠 - YouTube,구독자 44.2만명,카카오 라이언 토스터 리뷰,2019. 7. 5.,"318,126회",5.2천개,160개
0,승우아빠 - YouTube,구독자 44.2만명,세상 간단한 메밀소바 2가지,2019. 7. 3.,"89,247회",1.5천개,75개
0,승우아빠 - YouTube,구독자 44.2만명,"실패확률을 획기적으로 줄여주는 스테이크 굽는법, 리버스 시어링",2019. 7. 1.,"375,233회",4.8천개,113개
0,승우아빠 - YouTube,구독자 44.2만명,탈모방지 제품에는 슬픈 전설이 있어...,2019. 6. 30.,"53,499회",1.3천개,22개
0,승우아빠 - YouTube,구독자 44.2만명,더이상 스테이크를 못굽게 되었습니다,2019. 6. 28.,"60,768회",1.4천개,37개
0,승우아빠 - YouTube,구독자 44.2만명,저세상 전자램지 면요리,2019. 6. 28.,"93,674회",1.5천개,30개
0,승우아빠 - YouTube,구독자 44.2만명,매콤하게 만든 고추장 어묵 파닭불고기,2019. 6. 27.,"39,600회",1천개,11개
0,승우아빠 - YouTube,구독자 44.2만명,한입에 1500원..?? 한국에서 제일 비싼 김치전 리뷰,2019. 6. 26.,"52,025회",1.1천개,18개
0,승우아빠 - YouTube,구독자 44.2만명,반드시 피해가야하는 '이것' 없는 전자레인지,2019. 6. 25.,"89,613회",1.8천개,44개
0,승우아빠 - YouTube,구독자 44.2만명,세상 간단한 토스트 7가지,2019. 6. 24.,"550,997회",8.2천개,227개
0,승우아빠 - YouTube,구독자 44.2만명,KFC 닭껍질은 마케팅이었을까?,2019. 6. 23.,"88,377회",1.3천개,74개
0,승우아빠 - YouTube,구독자 44.2만명,저렴이 조리도구 리뷰,2019. 6. 22.,"143,659회",2.5천개,57개
0,승우아빠 - YouTube,구독자 44.2만명,맛없는 음식도 맛있게 만드는 최고의 비법,2019. 6. 21.,"88,523회",1.4천개,30개
0,승우아빠 - YouTube,구독자 44.2만명,라면끓이기 만큼 쉬운 치즈돈까스,2019. 6. 20.,"192,913회",3.1천개,64개
0,승우아빠 - YouTube,구독자 44.2만명,내 채널에서 광고를 하지 않는 이유,2019. 6. 19.,"43,989회",943개,17개
